timestamp, name, pci.bus_id, driver_version, pstate, pcie.link.gen.max, pcie.link.gen.current, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2021/09/17 19:14:30.206, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 19:14:35.207, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 19:14:40.209, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 19:14:45.210, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 19:14:50.212, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 19:14:55.213, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 19:15:00.214, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 2 %, 2 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 19:15:05.216, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 19:15:10.217, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 19:15:15.219, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 19:15:20.220, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 19:15:25.221, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 19:15:30.223, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 19:15:35.224, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 19:15:40.226, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 19:15:45.227, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 19:15:50.228, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 19:15:55.230, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 19:16:00.231, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 3 %, 2 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 19:16:05.232, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 19:16:10.234, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 19:16:15.235, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 19:16:20.237, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 19:16:25.238, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 19:16:30.239, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 19:16:35.241, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 19:16:40.242, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 19:16:45.244, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 19:16:50.245, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 19:16:55.246, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 19:17:00.248, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 2 %, 2 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 19:17:05.249, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 19:17:10.250, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 19:17:15.252, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 19:17:20.253, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 19:17:25.255, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 19:17:30.256, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 19:17:35.257, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 19:17:40.259, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 19:17:45.260, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 19:17:50.262, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 19:17:55.263, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 19:18:00.264, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 2 %, 2 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 19:18:05.266, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 19:18:10.267, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 19:18:15.268, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 19:18:20.270, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 19:18:25.271, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 19:18:30.273, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 19:18:35.274, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 19:18:40.275, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 19:18:45.276, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 19:18:50.278, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 19:18:55.279, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 19:19:00.280, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 19:19:05.282, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 19:19:10.283, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 19:19:15.285, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 19:19:20.286, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 19:19:25.287, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 19:19:30.289, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 19:19:35.290, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 19:19:40.292, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 19:19:45.293, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 19:19:50.294, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 19:19:55.296, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 19:20:00.297, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 2 %, 2 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 19:20:05.299, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 19:20:10.300, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 19:20:15.301, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 19:20:20.303, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 19:20:25.304, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 19:20:30.306, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 19:20:35.307, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 19:20:40.308, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 19:20:45.310, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 19:20:50.311, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 19:20:55.312, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 19:21:00.314, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 19:21:05.315, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 19:21:10.317, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 19:21:15.318, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 19:21:20.319, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 19:21:25.321, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 19:21:30.322, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 19:21:35.323, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 19:21:40.325, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 19:21:45.326, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 19:21:50.328, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 19:21:55.329, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 19:22:00.330, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 2 %, 2 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 19:22:05.332, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 19:22:10.333, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 19:22:15.334, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 19:22:20.336, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 19:22:25.337, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 19:22:30.339, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 19:22:35.340, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 19:22:40.341, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 19:22:45.343, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 19:22:50.344, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 19:22:55.346, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 19:23:00.347, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 2 %, 2 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 19:23:05.348, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 19:23:10.350, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 19:23:15.351, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 19:23:20.352, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 19:23:25.354, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 19:23:30.355, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 19:23:35.357, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 19:23:40.358, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 19:23:45.359, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 19:23:50.361, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 19:23:55.362, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 19:24:00.364, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 19:24:05.365, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 19:24:10.366, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 19:24:15.368, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 19:24:20.369, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 19:24:25.370, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 19:24:30.372, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 19:24:35.373, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 19:24:40.375, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 19:24:45.376, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 19:24:50.377, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 19:24:55.379, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 19:25:00.380, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 19:25:05.381, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 19:25:10.383, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 19:25:15.384, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 19:25:20.386, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 19:25:25.387, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 19:25:30.388, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 19:25:35.390, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 19:25:40.391, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 19:25:45.393, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 19:25:50.394, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 19:25:55.396, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 19:26:00.397, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 19:26:05.398, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 19:26:10.400, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 19:26:15.401, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 19:26:20.403, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
2021/09/17 19:26:25.404, NVIDIA GeForce RTX 3070, 00000000:01:00.0, 470.57.02, P8, 3, 1, 40, 0 %, 0 %, 7948 MiB, 3460 MiB, 4488 MiB
